accepted,active,ans_num,answer,author,combination,link,question,reputation,time,title,viewed,vote
Undetermined,2021-04-29 03:57:32Z,1,,amcdnl,"c#,python,.net,interop,protocol-buffers",https://stackoverflow.com/questions/34662448/net-c-interop-to-python,"My backend is written in .NET/C#, I have a requirement that I need to execute python scripts passing context from the .net side of the house. These are queued up in a background task engine called , running as a windows service.,I did a little digging and found ,, however, after implementing it failed to support many of the pypi python packages that I need to execute inside my script.,Secondly, I looked at , which is a embedded interpreter that embeds or extends CPython. CPython can run all the scripts/etc that I needed, however, I found that opening/closing the python interpreter all the time can create quite a few memory leaks and there is always threading constraints there too. See , for some of the details.,I'm wondering if this interopt and embedding python in .net is even a good idea. I'm wondering if making python its own execution engine using something like , and marshalling data between the two using something like , would be a better solution? This adds much more complexity and an additional task engine to my stack too.,I was wondering if anyone else had any ideas/feedback/experiences trying to accomplishing something similar? Thanks!","7,910",2016-01-07 18:24:30Z,.NET/C# Interop to Python,"
                        6k times
                    ","
            10
        "
Undetermined,2019-11-26 02:35:59Z,3,,PL13,"java,android,python,scripting",https://stackoverflow.com/questions/34235763/execute-python-script-from-android-app-in-java,"I am trying to find a way to execute a Python script from my Java code in Android. I did a research on this matter but the only thing I found is, how I can convert python scripts in APK for android (Kivy e.t.c.).,More specifically I have a script which contains a lot of functions.What i want to do is to create an object based on this python script inside my java code and via this object to call my functions.,I can't convert my Python code into Java, because I use various libraries that exists only in python.,Any advice would be helpful and deeply appreciated.,The following a snippet of my Python script. I use the library charm for cryptography.",353,2015-12-12 03:00:31Z,Execute Python script from Android app in Java?,"
                        18k times
                    ","
            11
        "
Undetermined,2012-08-01 23:08:16Z,2,,Alexandros,"python,c,64-bit",https://stackoverflow.com/questions/4624507/building-64-bit-c-python-extensions-on-windows,"I am asking this question because I need to build a specific module (aspell_python, ,) to work with my 64-bit Python 2.6 which runs on a Windows 7 (64-bit of course) machine. I also always wanted to know how to speed up certain functions with C code so I'd like to make my own external C modules for Python in the future.,Can anyone please tell me the steps required to successfully build a 64-bit Python extension in C? I know Python, I know C but I don't know about Visual Studio or Windows specific  developer matters. I tried to follow the official guide on the Python web site (http://docs.python.org/extending/windows.html#building-on-windows) using Visual Studio 2008 (which is the only commercial product available here) but even the most basic example would fail to build.","3,719",2011-01-07 10:20:42Z,Building 64-bit C Python extensions on Windows,"
                        7k times
                    ","
            23
        "
Accepted,2016-04-26 22:45:14Z,1,,Brian McFarland,"python,c,ctypes",https://stackoverflow.com/questions/33310675/pass-file-into-function-from-python-ctypes,"I have a library function (written in C) that generates text by writing the output to ,.  I want to wrap this in Python (2.7.x) with code that creates a temp file or pipe, passes it into the function, reads the result from the file, and returns it as a Python string.,Here's a simplified example to illustrate what I'm after:,Python wrapper:,I'm wondering what my best bet is for ,. ,I'm tempted to just use , and create a , wrapper that returns a Python c_void_t, then pass that into the library function.  I'm seems like that should be safe in theory--just wondering if there are issues with that approach or an existing Python-ism to solve this problem.,Also, this will go in a long-running process (lets just assume ""forever""), so any leaked file descriptors are going to be problematic.","8,177",2015-10-23 20:13:40Z,Pass FILE * into function from Python / ctypes,"
                        2k times
                    ","
            10
        "
Accepted,2014-08-14 16:46:04Z,3,,user3395024,"javascript,php,jquery,syntax-error",https://stackoverflow.com/questions/22730210/send-log-errors-to-a-file,"I developed a website for my graduation however it still only one thing I have do. What I want is when the script is installed on a website I want to send the name of the website who has installed my script, also whenever there is an error I want to send it to my website so for example:,This website installed my script,I want to see the path + website in an other file in other website. For example:,The purpose of this is keep my customers update and give them support and see the errors that happen so I can fix them in next updates.",153,2014-03-29 11:01:52Z,Send log errors to a file,"
                        172 times
                    ","
            8
        "
Accepted,2021-04-09 12:13:07Z,4,,kumar,"javascript,c#,asp.net,dhtml",https://stackoverflow.com/questions/2408771/how-to-get-selected-value-from-dropdownlist-in-asp-net-using-javascript,"I am populating country dropdownlist from a database. I need to select a value from dropdown list and assign it to textbox by using Javascript.,Code:  ,by doing this I am getting error. Any solutions?","1,089",2010-03-09 11:59:51Z,How to get selected value from dropdownlist in asp.net using Javascript?,"
                        57k times
                    ","
            7
        "
Undetermined,2017-03-02 01:10:01Z,1,,silent_coder,"java,android,c++,android-ndk,java-native-interface",https://stackoverflow.com/questions/42527598/call-c-class-methods-or-function-from-java-on-android-without-recreating-class,"I have a pretty complex NLP code written on C++ and now I want to use it from my android app. My idea is to build app using client-server architecture, where client is an android java app, and server is a C++ Object Oriented code. But main problem for me, is that C++ components are pretty heavy (tokenizers, vectorizers, corpus data, etc) and I can't recreate them on every call, what I need is to create them once (on first request), and then have them in memory, handlind requests from java side when app is active. ,Could you please give me some guidance how to achive this, since I never use C++ from Android before? Thanks in advance. ,Java and C++ code isn't remote, there is no http or other remote requests involved, it's the same app. But to reduce ammount of overhead for inter Java/C++ communication I wan't to have a single point of contact in java code, something like , and then C++ code based on , identify, what it should do with text.","5,550",2017-03-01 09:12:45Z,Call C++ class methods or function from Java on android without recreating class/variable on every call,"
                        3k times
                    ","
            7
        "
Accepted,2011-10-07 19:11:10Z,3,,knittledan,"python,linux,shell,command-line",https://stackoverflow.com/questions/7691599/execute-python-script-with-function-from-command-line-linux,"I have my python file called convertImage.py and inside the file I have a script that converts an image to my liking, the entire converting script is set inside a function called convertFile(fileName),Now my problem is I need to execute this python script from the linux command line while passing the convertFile(fileName) function along with it.,example:,This should execute the python script passing the appropriate function.,example:,What is the right way to execute this python script and properly pass the file name to the function from the liunx command line?,Thank in advanced",724,2011-10-07 18:48:36Z,"execute python script with function from command line, Linux","
                        48k times
                    ","
            11
        "
Accepted,2019-10-06 02:27:19Z,2,,Daniel Stephens,"c++,c,undefined-behavior",https://stackoverflow.com/questions/58250341/what-happens-if-undefined-c-behaviour-meets-c-defined-behaviour,"I have a , file that I compile with C++ (not a C compiler). The containing function relies on a cast (see last line) which seems to be defined in C (please correct if I am wrong!), but not in C++ for this special type.,Since I compile this in a C++ file, is this now defined or undefined behaviour? Or would I need to move this into a , file, to make it defined behaviour?","1,026",2019-10-05 16:41:01Z,What happens if undefined C++ behaviour meets C defined behaviour?,"
                        870 times
                    ","
            11
        "
Accepted,2020-02-21 21:58:12Z,1,,Josheee,"javascript,python,stripe-payments",https://stackoverflow.com/questions/60333494/this-paymentmethod-was-previously-used-without-being-attached-to-a-customer-or-w,"Having a weird issue here.  Following the docs, I am attaching the PaymentMethod to an existing customer, but it's not working.  Roughly, I:,The code:",73,2020-02-21 06:52:57Z,"This PaymentMethod was previously used without being attached to a Customer or was detached from a Customer, and may not be used again","
                        6k times
                    ","
            7
        "
Accepted,2019-02-26 17:40:06Z,1,,Chris Swierczewski,"python,c++,numpy,c++11,pybind11",https://stackoverflow.com/questions/54876346/pybind11-and-stdvector-how-to-free-data-using-capsules,"I have a C++ function that returns a , and, using Pybind11, I would like to return the contents of that vector as a Numpy array without having to copy the underlying data of the vector into a raw data array.,In , the author demonstrates how to ensure that a raw data array created in C++ is appropriately freed when the Numpy array has zero reference count. I tried to write a version of this using , instead:,However, if I call this from Python I observe two things: (1) the data in the output array is garbage and (2) when I manually delete the Numpy array I receive the following error (SIGABRT):,My guess is that this issue has to do with the line "","", which presumably is being called with , set to ,. This is not the way to deallocate a ,.,One possible solution is to create a , and copy the contents of , to this raw data array. However, I have cases where the results might be large and I want to avoid taking all of that time to allocate and copy. (But perhaps it's not as long as I think it would be.),Also, I don't know much about , but perhaps there is a way to allocate the raw data array needed by the output vector , the , function call and then discard the , afterwards, retaining the underlying raw data array?,The final option is to rewrite ,.",619,2019-02-25 23:34:07Z,Pybind11 and std::vector -- How to free data using capsules?,"
                        3k times
                    ","
            7
        "
Accepted,2020-06-13 09:06:40Z,2,,Kazuaki Suzuki,"javascript,python,flask,audio,windows-subsystem-for-linux",https://stackoverflow.com/questions/60032983/record-voice-with-recorder-js-and-upload-it-to-python-flask-server-but-wav-file,"I would like to realize this.,I realized this with the help of addpipe's simple recorder.js sample.
,This sample uses php server, so I changed the original app.js.,original app.js,my app.js,I checked my web app locally, then everything looked perfect. I use Windows 10, WSL, Debian 10/buster, python3.7.6, Google Chrome. Here is Terminal's record.,However, when I checked uploaded ""file.wav"" with ffprobe command, it was broken.,This is screenshot of my app. When I push ""save to disk"" button, I can download WAV file locally.
If I check downloaded WAV file, it is not broken.,My directory structure is here.,This is main.py.,This is index.html.,This is app.js.,
Could you give me any information or suggestion?,Thank you in advance.,Sincerely, Kazu",783,2020-02-03 04:09:32Z,"Record voice with recorder.js and upload it to python-flask server, but WAV file is broken","
                        8k times
                    ","
            7
        "
Undetermined,2014-10-09 20:27:52Z,2,,Daniel Matz,"python,c++,swig",https://stackoverflow.com/questions/22491921/how-to-use-a-python-list-to-assign-a-stdvector-in-c-using-swig,"I have a simple C++ class that contains a std::vector member and a member function that takes a std::vector as an argument that I am wrapping with SWIG and calling from Python.  The example code is below.,After compiling it, I go into Python and do:,The error message I get is:,I know that I can just do:,But I would like to know how to just use a Python list directly in the assignment, or at least understand why it doesn't work.,Here's the example code.,test.i:,test.hh:,test.cc:,makefile:",193,2014-03-18 21:59:59Z,How to use a Python list to assign a std::vector in C++ using SWIG?,"
                        7k times
                    ","
            10
        "
Undiscussed,2019-07-03 13:43:00Z,0, ,xileb0,"javascript,c#,.net,scriptengine,jint",https://stackoverflow.com/questions/56756867/iactivescriptparse32parsescripttext-memory-leak,"Has anybody ever faced a memory leak problem with IActiveScriptParse32::ParseScriptText when using it in C#?
I need a ScriptEngine that is able to parse JavaScript-Code. (Everything works fine, except the used memory),The problem is, that the longer my passed JavaScript-Code is, the more unmanaged memory is allocated by the function ""ParseScriptText"". ,I have no idea how to free the allocated space. I actually already run Marshal.ReleaseComObject(parse32) after parsing my script but somehow the used memory does not go down anymore.",401,2019-06-25 14:56:22Z,IActiveScriptParse32::ParseScriptText Memory Leak,"
                        208 times
                    ","
            6
        "
Undiscussed,2019-07-03 13:43:00Z,0,,xileb0,"javascript,c#,.net,scriptengine,jint",https://stackoverflow.com/questions/56756867/iactivescriptparse32parsescripttext-memory-leak,"Has anybody ever faced a memory leak problem with IActiveScriptParse32::ParseScriptText when using it in C#?
I need a ScriptEngine that is able to parse JavaScript-Code. (Everything works fine, except the used memory),The problem is, that the longer my passed JavaScript-Code is, the more unmanaged memory is allocated by the function ""ParseScriptText"". ,I have no idea how to free the allocated space. I actually already run Marshal.ReleaseComObject(parse32) after parsing my script but somehow the used memory does not go down anymore.",401,2019-06-25 14:56:22Z,IActiveScriptParse32::ParseScriptText Memory Leak,"
                        208 times
                    ","
            6
        "
Accepted,2020-07-01 21:24:00Z,3,,creativeDrive,"python,shell,subprocess,popen",https://stackoverflow.com/questions/19325761/python-executing-shell-script-with-argumentsvariable-but-argument-is-not-rea,"I am trying to execute a shell script(not command) from python:,var1 and var2 are some string that I am using as an input to shell script. Am I missing something or is there another way to do it?,Referred: ",235,2013-10-11 19:26:22Z,"Python: executing shell script with arguments(variable), but argument is not read in shell script","
                        45k times
                    ","
            18
        "
Accepted,2012-06-06 13:15:54Z,1,,Jamie Mueller,"c#,javascript,com,browser",https://stackoverflow.com/questions/10903750/access-javascript-array-elements-from-c-sharp-via-webbrowser,"Using WebBrowser on a Form and calling into C# from Javascript with window.external. Passing in a Javascript array of classes in the function:,I can successfully get x.length in C# with:,My question is how do I get x[0] and x[1]?
I've tried,and,both of which fire off errors within the WebBrowser control.,Thanks",93,2012-06-05 19:35:50Z,Access JavaScript array elements from C# (via WebBrowser)?,"
                        5k times
                    ","
            9
        "
Accepted,2019-03-01 12:55:57Z,2,,Georgi Stoyanov,"python,linux,bash,shell",https://stackoverflow.com/questions/50579572/export-a-variable-from-bash-and-use-it-in-python,"I am trying to write a script which is executing couple of things on a Linux server and I would like to use bash for most of the Linux specific commands and only use Python for the most complex stuff, but in order to do that I will need to export some variables from the bash script and use them in the python script and I didn't find a way how I can do that. So I have tried to create two very little scripts to test this functionality: 
1.sh is a bash script,2.sh is a Python script: ,As you can guess when I execute the first script the second fails with the error about unknown variable: ,The reason why I am trying to do that is because I am more comfortable with bash and I want to use $1, $2 variables in bash. Is this also possible in Python? ,[EDIT] - I have just found out how I can use $1 and $2 it in Python. You need to use , and , and import the sys module ",514,2018-05-29 08:21:43Z,Export a variable from bash and use it in Python,"
                        8k times
                    ","
            7
        "
Accepted,2012-06-29 16:26:18Z,2,,Adam Morris,"python,shell",https://stackoverflow.com/questions/10801258/read-argument-with-spaces-in-python-script-from-a-shell-script,"How do I read an argument with spaces when running a python script?,:,Looks like my problem is that I'm calling the python script through a shell script:,This works:,But, not when I run it through a script:,myscript.sh:,Prints: ,But what I want is:
","7,644",2012-05-29 14:33:27Z,Read argument with spaces in python script from a shell script,"
                        12k times
                    ","
            8
        "
Accepted,2012-02-29 22:32:15Z,1,,Aduen,"python,shell,terminal,subprocess",https://stackoverflow.com/questions/9506437/python-subprocess-call-returns-command-not-found-terminal-executes-correctly,"I am trying to run gphoto2 from python but, with no succes. It just returns command not found.
gphoto is installed correctly, as in, the commands work fine in Terminal.,I know that there is something funny about the osx Terminal (app) but, my knowledge on osx is meager.,Any thoughts on this one?,EDIT,changed some of my code, other errors appear,EDIT,using full path '/opt/local/bin/gphoto2',but if someone care to explain which shell to use or how to log in and be able to have the same functionality..?",411,2012-02-29 20:53:06Z,"Python subprocess call returns ""command not found"", Terminal executes correctly","
                        25k times
                    ","
            15
        "
Accepted,2016-06-01 19:55:36Z,7,,McArthor Lee,"c#,c++,string,dll,return",https://stackoverflow.com/questions/6354358/c-dll-returned-string-is-corrupted-in-the-c-sharp-caller-why,"I have a C# app that calls a C++ DLL.,In C#, I have code as follows:,In CPP, I have the function defined as follows:,If I return ret1 in C++'s Func1(), all works fine. And in VS2008's memory window, I can see correct Unicode binaries. In C++ the binaries of ret1 is,""31 00 3f 00 32 00 3f 00 33 00 3f 00 34 00 3f 00 35 00"",, and in C# the binaries of retstring is ,""28 67 a3 f7 fe 07 00 00 0a 00 00 00 09 00 00 00 31 00 3f 00 32 00 3f 00 33 00 3f 00 34 00 3f 00 35 00"",. I think the C# binaries ,""28 67 a3 f7 fe 07 00 00 0a 00 00 00 09 00 00 00"",are the header of System.String type.,What's more, if I add the following line just before return in CPP code, I can get correct retstring in C# code too:,But when I return ret2 in the C++ DLL, the returned string ret in C# seems to be corrupted. The binaries in the C++ DLL are correct Unicode on my inspection. But the binaries of retstring in the C# code are ,""28 67 a3 f7 fe 07 00 00 0a 00 00 00 09 00 00 00 dd dd dd dd dd dd dd dd dd dd dd dd ...."".,I can only notice ret2 is longer than ret1 - ret2 has some hundreds of WCHARs.,Any ideas? Thx in advance.",307,2011-06-15 07:21:45Z,"C++ dll returned string is corrupted in the C# caller, why?","
                        3k times
                    ","
            6
        "
Undetermined,2014-08-21 15:49:25Z,3,,Chris,"c#,c++,visual-c++,safearray",https://stackoverflow.com/questions/3730840/how-to-create-and-initialize-safearray-of-doubles-in-c-to-pass-to-c-sharp,"My C# method needs to be invoked from C++,Originally my C# method takes a parameter of type double[], but when calling from C++ it becomes a SAFEARRAY,In C++ I need to take data from an array of doubles, and populate a SAFEARRAY.  I have not found any sample code to do this.,Any help is appreciated",121,2010-09-16 21:08:30Z,How to create and initialize SAFEARRAY of doubles in C++ to pass to C#,"
                        32k times
                    ","
            12
        "
Undetermined,2012-01-28 21:05:08Z,2,,HashimR,"java,c++,memory-leaks,java-native-interface",https://stackoverflow.com/questions/8238328/how-to-know-whether-it-is-a-memory-leak-or-not-when-calling-native-code-in-java,"I am calling a native function in my main and it is inside a while loop.,the output of the following program is: (running for about 1 min),I guess it is not a memory leak. But when i open task manager of windows, size of the process javaw.exe keeps on increasing (100 KB on each while iteration). Want to know whether it is a memory leak or should i just ignore it? OR Does that mean there is a memory leak in the native function?,FYI i have double checked my native function of any memory leaks!,Thanks!,Native function:","3,473",2011-11-23 06:56:04Z,How to know whether it is a memory leak or not when calling native code in Java?,"
                        550 times
                    ","
            9
        "
Accepted,2012-03-16 22:58:20Z,3,,one.beat.consumer,"c#,javascript,asp.net-mvc,knockout.js,relative-path",https://stackoverflow.com/questions/9745139/building-relative-urls-for-an-mvc-app-with-javascript,"I'm having trouble getting C# and JavaScript/jQuery to play nice here.,I have a knockout view model, plain old javascript object... one of its property/methods fires off an , call, and the url parameter is built using some of its other property values (javascript variables).,This works fine when completely contained in JavaScript, but when deployed as an app to IIS, the relative pathing is hosed.,In MVC3 normally I would use something like , and let the server side build the address... but again, the trick is C# is unaware of the changing javascript values.,My question then is, how can I build the url for the ajax call using the javascript variable values (ex. count, filterText) and still map from the relative root of the application?","9,236",2012-03-16 22:09:46Z,building relative URLs for an MVC app with JavaScript,"
                        20k times
                    ","
            10
        "
Accepted,2015-11-18 02:28:15Z,1,,Alexander Leon VI,"python,c++,error-handling,callback,char",https://stackoverflow.com/questions/33377764/error-using-callback-in-python,"I am developing a dll that should be used in Python. I have a callback function to send my parameters (defined in a separate header):,So, I'm using this callback in this way:,And I'm exporting it in this way:,I tested my callback first in another C++ application in this way:,In , I give the callback in this way:,and it works pretty well. But I don't have any idea how to adapt this to Python. I have tried this: , I have changed the last way, because I resolved some mistakes, but I'm still getting an error. This is the current way of how I am loading ,And now I have this error:,First I changed the callback Python function for this one:,All works with no error and I can see this in the Console (in this case , was ,):,Second, I changed the function as this one:,and, oh surprise this prints only the first word of the list (nB times)",469,2015-10-27 20:22:51Z,Error using callback in Python,"
                        2k times
                    ","
            10
        "
Undetermined,2015-11-25 16:49:56Z,1,,rperez,"java,c,string,memory-leaks,java-native-interface",https://stackoverflow.com/questions/915790/memory-leak-using-jni-to-retrieve-strings-value-from-java-code,"I'm using GetStringUTFChars to retrieve a string's value from the java code using JNI and releasing the string using ReleaseStringUTFChars. When the code is running on JRE 1.4 there is no memory leak but if the same code is running with a JRE 1.5 or higher version the memory increases. This is a part of the code ,I'm unable to understand the reason for leak.Can someone help?,This one is because if I comment the rest of the code but leave this part the memory leak takes place. This is a part of the code that I'm using,In the one above is if I comment the sections between ///// I don't see any memory leak.","8,220",2009-05-27 13:44:44Z,Memory leak using JNI to retrieve String's value from Java code,"
                        4k times
                    ","
            20
        "
Undetermined,2013-09-06 00:15:12Z,1,,Dennis Jones,"c#,c++,com-interop",https://stackoverflow.com/questions/18421111/how-to-expose-nullable-types-via-com,"I have been struggling with this problem for a day and a half, hopefully someone can help me.  Let's say I have structures like this in C#:,(these structures represent database tables, converted from Linq to SQL code created by SQLMetal),I need to be able to expose these structures, containing nullable types, to COM so that they can be used in another application (C++).  But I cannot figure out, for the life of me, how to do this.  I thought I could create classes to encapsulate the nullable types:,That sort of works, but on the C++ side, I end up with a pointer to a class but no class definition (just an interface):,Thus, I cannot dereference that pointer without a class definition from which to access the data members/methods on the C++ side.  This still seems like a good option, if I can just figure out how to get the class definition in C++ (I'm new to COM).,I thought maybe I could use unsafe code, but I can't figure out how to convert from double? to double* (I'm new to C# too!):,I thought maybe I could use System.Variant, but C# doesn't like that either (inconsistent accessibility, whatever that means).,I've been using C++ for 20 years, but I am fairly new to COM and C#, so this is a bit of a struggle for me.,Worst-case scenario...I'll just create a boolean member in the struct for each of the nullable types and use that to indicate whether the value is to be treated as if it is null.  But that just seems stupid.  Surely there must be some way to expose nullable types via COM.  Why would Microsoft create .NET types that can't be used in COM?  Those guys in Redmond aren't idiots (although sometimes it sure seems like it).,So, what are my options?  What is the best way to do this?,Thanks in advance.",171,2013-08-24 17:14:38Z,How to expose nullable types via COM,"
                        1k times
                    ","
            10
        "
Accepted,2019-10-14 04:50:24Z,1,,Casey P,"javascript,python,bokeh",https://stackoverflow.com/questions/33789011/bokeh-implementing-custom-javascript-in-an-image-plot,"I am trying to combine these two examples in Bokeh:,
,The idea seems simple.  I want to plot the image shown in the first link and then vary the frequency of the sine function using an interactive slider:,The chart plots right, but the image never updates.  The problem almost certainly exists how I am plotting the image:,I don't think that's how you properly attach a plot to a source object. I am just passing in an array, which explains why the plot isn't updating when source changes, but I am not sure what the correct method is for the image function. If I change the statement to:,It won't plot correctly. I am not sure if this is just a syntax problem or a deeper issue. Any pointers would be appreciated. Thanks in advance. ",140,2015-11-18 19:46:39Z,Bokeh: implementing custom javascript in an image plot,"
                        4k times
                    ","
            8
        "
Accepted,2018-02-09 20:08:30Z,1,,Kumar Narendra,"javascript,java,spring,spring-mvc,post",https://stackoverflow.com/questions/32221090/org-springframework-web-bind-missingservletrequestparameterexception-required,"I am getting an exception while posting a call to Spring controller,Exception is:,My Javascript file is:,The Spring controller code is:,When I put ,, then the , value became ,. 
The JavaScript controller is clearly sending the , in JSON format, but from the controller side there is some issue.,I checked almost all questions in stackoverflow, but the given solutions didn't help.",75,2015-08-26 08:04:09Z,"org.springframework.web.bind.MissingServletRequestParameterException : Required Long parameter 'userId' is not present""","
                        32k times
                    ","
            7
        "
Accepted,2014-06-10 11:08:02Z,1,,PatB,"python,c,linux",https://stackoverflow.com/questions/24139389/unable-to-find-out-what-return-code-of-11-means,"I am writing a tool which is written in python and C. The python script reads a configuration file, performs some validation makes several calls to the C program.,system: RHE 5.7,
python: 2.7.6,
gcc: 4.5.2,Some of the parameters to the called C program are the paths of input files. There is one case where the input file path is the same for several C program invocations. In this case only the first call succeeds, and the returncode from the python subprocess module is '-11'.,I am not sure how to progress this. For a start, I cannot find documentation indicating what '-11' might mean as an exit status. It does not appear to be in the 'standard' codes in /usr/include/sysexits.h. I am guessing that the code could also be interpreted as 0xf5 or 245, since exit codes are I believe really signed 8-bit values.,I have added debug to the start of the C program to print out the arguments it was called with, but nothing appears for the failed invocations. I can understand how the C might fail re-opening a file which was read on the previous invocation (perhaps), but the code doesn't even get that far!,So, where is the exit code coming from? Is it from the (bash) environment which the python subprocess module presumably uses to invoke the C program? Is it from the C runtime for the C program before it even reaches main?,I suppose I could progress this by moving the 'loop' down into the C, so that it only gets called once for each input file path, but that still does not explain this behaviour. Could someone please explain how I can determine the cause of this error? Thanks.,(FWIW) calling from python:,Entry to the C:,Error output:",365,2014-06-10 11:03:45Z,Unable to find out what return code of -11 means,"
                        7k times
                    ","
            9
        "
Accepted,2018-05-18 11:08:46Z,2,,Frederick Zhang,"php,c,php-extension,php-internals,php-7",https://stackoverflow.com/questions/34517668/zend-how-to-correctly-destruct-a-custom-object-in-php-7,"I'm learning PHP extension writing in order to make some old extensions work with PHP 7.,I tried to modify the sample extension from , but it kept causing segfaults when destructing the custom object. All other functions worked normally. (Car is replaced by BDict in my code.),Here's my code:,By changing the sequence of the two lines and executing ,, I managed to get the error information for both of them.,I'm new to PHP extensions and I'm really confused now. Any help would be greatly appreciated, thanks.,I noticed that the object actually changed after the conversion in , which was obviously wrong but I had no idea about how to fix it.,Here's the debug log. You can see that the data of , and , in , are totally different and the address of BDict is wrong.,I've found some others using,instead of,I tried it but it gave me a compile-time error.","3,323",2015-12-29 19:24:36Z,Zend: How to correctly destruct a custom object in PHP 7?,"
                        872 times
                    ","
            6
        "
Undetermined,2010-03-16 14:21:11Z,1,,Knio,"c++,python,swig,ctypes",https://stackoverflow.com/questions/2032470/python-ctypes-callback-function-to-swig,"I have a SWIG C++ function that expects a function pointer (WNDPROC), and want to give it a Python function that has been wrapped by ctypes.WINFUNCTYPE.,It seems to me that this should be compatible, but SWIG's type checking throws an exception because it doesn't know that the ctypes.WINFUNCTYPE type is acctually a WNDPROC.,What can I do to pass my callback to SWIG so that it understands it?","5,625",2010-01-09 05:35:31Z,Python ctypes callback function to SWIG,"
                        1k times
                    ","
            6
        "
Accepted,2013-05-14 09:36:04Z,3,,Piotr Müller,"java,c++,sockets,struct,double",https://stackoverflow.com/questions/16517355/how-to-send-by-socket-c-compatible-struct-from-java,"Suppose there is already written, unchangeable host program, that receives such C++ struct by socket:, C++ / 32-bit Windows Application compiled in Visual Studio 2008,How to send such data from Java Socket? I have attemted to fill ByteBuffer with putDouble(), and putLong(), also putInt() assuming long as 32-bit, but i cannot produce valid values.,I have also generated and sended data randomly, and structure-level bytes assignment looks fine(I can randomize only one value, for example X), but I cannot produce exact value (propably different double representation?), but only random stuff by sending Math.random() * Double.MAX_VALUE;,Can I use Google Protocol Buffers on only one side (client producing data) to solve this problem?,I know that I can move sending data to C++ and use JNI, but I'm searching for simpler solution.,I see at least 2 possible problems here:,What those things look in Java in C++?,In several hours I will provide exact sample data for ""byte-hacking"" (exact Java value before send and value of received double in C++),I know that such implemented and unchangeable server is bad software, but the environment in this problem is to inject some data to small old application at ""hobbistic-level"",Maybe this would help some bits-level C++ expert:","4,955",2013-05-13 08:04:25Z,How to send by socket C++ compatible struct from Java?,"
                        2k times
                    ","
            6
        "
Accepted,2016-02-24 09:30:21Z,6,,Chris McElligott Park,"c#,c++,pinvoke,dllimport,extern",https://stackoverflow.com/questions/1533916/how-to-set-up-a-c-function-so-that-it-can-be-used-by-p-invoke,"Hopefully this is a brainlessly easy question, but it shows my lack of expertise with C++.  I'm a C# programmer, and I've done extensive work with P/Invoke in the past with other people's C++/C dlls.  However, this time I've decided to write a wrapper C++ dll (unmanaged) myself, and am then calling my wrapper dll from C#.,The problem I am immediately running into is that I am unable to define a C++ function that can be found by p/invoke.  I don't know what the syntax for this is, but here's what I'm trying so far:,Originally I simply had this, but it did not work either:,And then on the C# side, I have:,Everything compiles, but when I execute this C# p/invoke call, I get a System.EntryPointNotFoundException: Unable to find an entry point named 'TestFunc' in DLL 'Plugins\TestDLL.dll'.,Surely this must be something incredibly simple on the C++ end that I just don't know the syntax for.","2,777",2009-10-07 20:15:14Z,How to set up a C++ function so that it can be used by p/invoke?,"
                        4k times
                    ","
            8
        "
Undetermined,2019-07-25 06:05:54Z,1,,EYakoumi,"python,c++,opencv",https://stackoverflow.com/questions/52090826/passing-opencv-mat-from-c-to-python,"I need to send an OpenCv image from C++ to Python to do some processing on it.
The Mat will be received through the code but for simplicity I am using imread here for the question.,What I did in the C++ part of the code was:,This code compiles and runs.,For the Python part:,The Python code receives the numpy array from C++ (I think) and when I print the contents of ,, I have an output (so I think I am receiving the image from C++).,Now I need to convert the data in , to a cv2 Mat in Python so that I can work on it.,Once I reach the , line or , the code crashes with the following output:,How do I correctly send / receive the Mat object?",377,2018-08-30 06:51:08Z,Passing OpenCv Mat from C++ to Python,"
                        5k times
                    ","
            7
        "
Accepted,2014-07-01 02:42:36Z,1,,bbc,"c++,python,matplotlib",https://stackoverflow.com/questions/10109700/embedding-matplotlib-in-c,"I am reading a message from a socket with C++ code and am trying to plot it interactively with ,, but it seems Python code will block the main thread, no matter I use , or , and ,. , and , won't block in Python.,Any idea how to plot interactively with , in C++ code?,An example would be really good.,Thanks a lot.",981,2012-04-11 16:05:37Z,Embedding matplotlib in C++,"
                        4k times
                    ","
            11
        "
Accepted,2013-06-05 14:02:12Z,2,,rpabon,"php,javascript,mysql,backbone.js",https://stackoverflow.com/questions/10930789/insert-backbone-js-model-into-mysql-database,"I have a backbone.js model with some defaults and an url:,Then I have an instance of this model and I proceed to save it:,Now I want to save this model into a MySQL database using a PHP script ""save.php"", it goes like this:,I have tried reading many tutorials but I cannot get this simple model save to work. Why is my code not working? Any ideas on how can this be solved?,Thanks,In the php script, the correct way to obtain the information from the sent JSON object is as follows:,And to store in in the database: ,In this way one row will be inserted in the table ""boxes"" with the information of each one of the attributes of the backbone model Box.
The server request method in this case is POST and the id in the table ""boxes"" is set to auto-increment.","1,171",2012-06-07 11:20:18Z,Insert Backbone.js model into MySQL database,"
                        9k times
                    ","
            7
        "
