,relevant,link,accepted,create time,active time,author,reputation,answer quantity,combination,title,question,answer,viewed,vote,question contain code,Solution type,Solved,answer or highest vote,Symptoms ,SDLC,Special case,Taxonomy_Second,Taxonomy_Third
1975,,https://stackoverflow.com/questions/16693178/c-vector-to-python-3-3,Accepted,2013-05-22 13:31:49Z,2013-06-04 13:36:24Z,PascalVKooten,"18,455",5,"c++,python,cython,cpython",C++ vector to Python 3.3,"I would like to get a python list, say, ,, from a C++ script. I wrote the C++ script, which returns a vector.,How to connect the ends without SWIG/SIP/Cython/and others?,Could it be easier to just compile the C++ to an .exe or elf file and then call from command line, have the .exe create a .txt containing a vector and read it in with python?,My point is, I only need a really small function from C++ to do the heavy calculations on huge data. What would be the least painful and shortest method to do just this? ,
To give an example. Python will give a filename string to C++ (""foo.txt""), which will then read the context of the file (200,000 rows by 300 columns), count the missings and then return to Python the amount of missings per row. This yields a list of 200,000 numbers. 
How to have this communication between both of them? ,Just for completeness, this is what I am still wondering about how to go about:","This is probably moot now, and I posted something similar on ,, but I've adapted this version for Python 3.3 and C++ rather than Python 2.7 and C.,If you want to get back a Python list object, and since you're building a list which could potentially be very long (200,000 items), it's probably more efficient to build the Python list in the C++ code, rather than building a , and then converting that to a Python list later on.,Based on the code in your other question, I'd suggest using something like this...,...compiled with...,...and an example of usage...,...although if you need to convert an existing , to a Python list, you can pre-allocate the memory needed by the Python list by passing the length of the vector into ,, and then use , instead of ,.,The only other methods I can think of would be...,Either way, you still have the overhead of converting the 'returned' array into a Python list, so you may as well do it yourself.",5k,8.0,No,"SA1, SA2.1, SA2.2, SB1, SB2",,6.0,Interfacing,Design,,Interfacing choice,
3532,,https://stackoverflow.com/questions/19381492/how-does-c-implements-the-python-assignment-of-large-numbers,Accepted,2013-10-15 12:40:20Z,2014-05-28 07:26:25Z,user2162550,,2,"python,c,variable-assignment",How does C implements the Python assignment of large numbers,"The fact that Python is written in C and is actually a C program made me wonder about how  decimal numbers assignment are handled.,How does a C program implement the Python variable assignment of a very large decimal number (bigger than int or long)? ,For example:,when running in python I know that the value is so big that it takes many words in the memory, so the C program obviously does that, but how? ,Every variable in C has a type, but the C compiled code does not know how big the number will be.  ,How does the (python) C program handles that assignment? (and operations on such variables)","Here is the C , that is used in CPython 2.7.5 to represent a long integer:,If you'd like to explore this further, , and take a look at the following files:,This will tell you every detail you could possibly wish to know. :)",258,12.0,,,,,,,,,
333,,https://stackoverflow.com/questions/5367515/how-to-call-a-c-dll-exported-function-from-c-sharp,Accepted,2011-03-20 08:42:42Z,2011-03-20 09:04:15Z,ghet,,1,"c#,.net,c++,windows,pinvoke",how to call a C++ dll exported function from c#,"This is the first time I'm trying to mix c# an unmanaged C++ so this might be a very simple question , but I don't get it.,I need to call some functions from a C++ dll into C# code. Here is the code for the dll project:,the .h file :,the .cpp file,I compiled this for both the debug and releas and copied it in the , folder of my C# project. Neither version worked.,Here is the c# code:,And when I try to run this I get ,But as I see the signatures are the same. What am I missing??,Thanks!","The default calling convention for DLLImport is stdcall, but the default of your C++ code is cdecl.  The error message you have seen is what is shown when the calling conventions don't match. The parameter stack cleanup requirements are different for these two calling conventions, and the P/Invoke marshaller detects and reports this.,The fix is to make your calling conventions match.,For example you could change your P/Invoke like so:,The other option is to change your C++:,Clearly you should only do one of these.  If you change both C# and C++ you'll have the same problem in reverse!,If I were you I would leave the C++ code as cdecl and change the C# to match.",8k,6.0,,,,,,,,,
4218,,https://stackoverflow.com/questions/30112285/create-dynamic-json-from-foreach,Accepted,2015-05-07 21:50:04Z,2015-10-07 10:25:45Z,alex,,6,"javascript,php,mysql,json,flot",Create dynamic JSON from foreach,"I'm using , to represent my data. Here's the example , I made that shows how the JSONS's required for the chart should look.,The data source is from a MySql stored procedure that has the below output example:,I need to represent in the chart, the , values stacked for different ,'s on y-axis, the , values on x-axis, and in another chart, the values for ,. (in stacked bars).,-The data series should match, so the specific labels should appear against customers. ,Here's the PHP I have so far:,The output of , is:,The output of , is:,But this is not very helpful. ,
, How can I create the dynamic JSON's shown in the above jsfiddle, from the query data ?","Going through your data with a loop and building up the , and , arrays for flot to use:,I also had to change your tooltip generation since your code only worked when all dataseries where complete and sorted. It is also simpler now.",3k,15.0,,,,,,,,,
4844,,https://stackoverflow.com/questions/18545034/how-do-i-convert-my-entire-div-data-into-image-and-save-it-into-directory-withou,Accepted,2013-08-31 05:59:04Z,2018-11-30 14:56:39Z,luckyamit,,2,"php,javascript,jquery,html,css",How do I convert my entire div data into image and save it into directory without using canvas?,"i have already created my data (template-containing image,text,label etc) inside div now i want to convert it into image format. is there any technique to convert a specific div content into images without using canvas.anybody plz help me !
i want to convert entire ""mydiv"" content into image and save that image into my image directory, when i click on save ? ",": ,! This answer still gets a lot of traffic and I noticed that the old JSFiddle I'd put together was broken so it's been updated. New JSFiddle showing this technique is here: ,. ,--,You might want to look into a Flash-based solution if you can't use , (though unless this specifically needs to work in old versions of IE I'm not sure why you can't)., is an emulation of , using Flash that might get you where you need to go. The documentation says that it supports , so that might work for you.,Can you provide more insight into what your restrictions around , are and what you've attempted to try already?,//EDIT,According to your comment below you might be able to use ,, in which case you can try using , ?€? it's a JavaScript solution that basically re-writes the DOM of a specified part of your code to a , and then allows you to interact with it however you want, including turning it into image data via ,.,I've not used it before, but your JavaScript code would look something like this:,I've knocked together a quick jsfiddle of this in action here: , ,This jsfiddle shows how to use the , method to convert the canvas to an image and append it to the document. Saving the generated image to a server is an infinitely more complex task as it will require an AJAX call or somesuch to send the image data to a PHP script that converts the generated , URL to an actual image and then saves it to a directory that you have permission to write to. If that's what you need to do, rather than going into that here I'd recommend starting with this Stack Overflow question: ",92k,24.0,,,,,,,,,
3391,,https://stackoverflow.com/questions/7691599/execute-python-script-with-function-from-command-line-linux,Accepted,2011-10-07 18:48:36Z,2011-10-07 19:11:10Z,knittledan,,3,"python,linux,shell,command-line","execute python script with function from command line, Linux","I have my python file called convertImage.py and inside the file I have a script that converts an image to my liking, the entire converting script is set inside a function called convertFile(fileName),Now my problem is I need to execute this python script from the linux command line while passing the convertFile(fileName) function along with it.,example:,This should execute the python script passing the appropriate function.,example:,What is the right way to execute this python script and properly pass the file name to the function from the liunx command line?,Thank in advanced","This,This will work.  But it's insanely dangerous.,You really need to think about what your command-line syntax is.  And you need to think about why you're breaking the long-established Linux standards for specifying arguments to a program.,For example, you should consider removing the useless ,'s in your example.  Make it this, instead.,Then, you can -- with little work -- use , to get the command (""convertFile"") and the arguments (""fileName"") and work within the standard Linux command line syntax.",48k,11.0,,,,,,,,,
3053,,https://stackoverflow.com/questions/3400381/calling-a-python-script-from-command-line-without-typing-python-first,Accepted,2010-08-03 20:08:34Z,2021-06-23 16:34:34Z,Narcolapser,,6,"python,linux,shell,command-line",Calling a python script from command line without typing ?€?python?€? first,"Question: In command line, how do I call a python script without having to type , in front of the script's name? Is this even possible?,Info:,I wrote a handy script for accessing sqlite databases from command line, but I kind of don't like having to type ""python SQLsap args"" and would rather just type ""SQLsap args"". I don't know if this is even possible, but it would be good to know if it is. For more than just this program.","You can prepend a shebang on the first line of the script: ,This will tell your current shell which command to feed the script into.  ",14k,10.0,,,,,,,,,
444,,https://stackoverflow.com/questions/20294504/significance-of-a-path-explained,Accepted,2013-11-29 23:04:42Z,2021-08-06 06:56:12Z,Tyler Jones,,5,"c#,java,python,path",Significance of a PATH explained,"This is probably a rudimentary question but I am still kinda new to programming and I've wondered for awhile. I've done multiple projects in Python, C#, and Java, and when I try to use new libraries (especially for Python) people always say to make sure its in the right PATH and such. I just followed an online tutorial on how to install Java on a new computer and it rekindled my question of what a path really is. Is the Path just were the programming language looks for a library in the file system? I get kinda confused on what it's significance is. Again, I'm sorry for the wide question, its just something that I've never quite gotten on my own programming.,EDIT: I just wanted to thank everyone so much for answering my question. I know it was a pretty dumb one now that I've finally figured out what it is, but it really helped me. I'm slowly working through as many C#, Java and Python tutorials as I can find online, and it's nice to know I have somewhere to ask questions :)","A PATH is a file directory on your computer. If you need to install a programming language, you might need to put it in your system PATH variable. This means that the system looks to these files for different information, IE where the libraries for the code you are using are.,
Hope that helped!",418,6.0,,,,,,,,,
1702,,https://stackoverflow.com/questions/31702262/refresh-a-handsontable,Undetermined,2015-07-29 13:44:18Z,2018-08-17 04:38:42Z,Erlaunis,,4,"javascript,php,handsontable",Refresh a handsontable,"I want to refresh a handsontable grid. I have some columns with a dropdown filled with data of my database. But in my page, I have a first grid which insert data in this database and I get them in my second grid. But as my second grid is not refresh, I can't get the last value I just insert in the first grid.,So how can I refresh the content of a handsontable please ?,I made a jsfiddle which illustrate my problem : 
,
On my jsFiddle, it works and I can get the values when I push them in the array. But with my real application, and with a database, it doesn't work.,So instead of an array, I have this in my code (it works but it's not refreshed) :","Just call ,, where , refers to the , object.,Worked great for me.",23k,7.0,,,,,,,,,
3259,,https://stackoverflow.com/questions/44123252/detecting-c-types-limits-limits-h-in-python,Accepted,2017-05-22 22:48:50Z,2017-05-22 23:03:08Z,vmonteco,"11,294",1,"python,c,limit,ctypes",Detecting C types limits (?€?limits.h?€?) in python?,"I've made a little test program in python to test some C functions in many cases. This python program use , to import and use my C functions.,But I'd also like to test minimum and maximum values cases (,'s , for instance).,But since some of these limits can be system dependant, I'd prefer to avoid hard coding it in my program; I'd rather dynamically get it.,Is it possible to get these limits values in python?","I believe the closest you can get is,which gives you the size of the type in bytes. For example, you can use , to figure out whether a byte is 4 bytes, 8, or some other weird number.",855,11.0,,,,,,,,,
532,,https://stackoverflow.com/questions/10073564/how-can-i-convert-python-dictionary-to-javascript-hash-table,Accepted,2012-04-09 12:59:22Z,2019-10-05 03:11:56Z,Damir,"49,033",8,"javascript,python,django,django-templates",How can I convert Python dictionary to JavaScript hash table?,"I have passed to template regular Python dictionary and I need to inside   ,to convert that Python dictionary to JavaScript dictionary. I tried  like ,but I got errors  ( , instead of , and all strings start with , ).
How can I convert Python dictionary to JavaScript hash table ?","Python and javascript both have different ideas about how to represent a dictionary, which means that you need a intermediate representation in order to pass data between them. The most common way to do this is ,, which is a simple lightweight data-interchange format.,Use the , to convert (or dump) your python dict into a JSON string. Then in the javascript parse the JSON string into a javascript dict. (If you are using JQuery, then use ,)",23k,6.0,,,,,,,,,
844,,https://stackoverflow.com/questions/28068305/converting-a-symfony2-php-entity-object-for-use-within-javascript,Accepted,2015-01-21 13:21:02Z,2015-03-05 22:59:34Z,Matt Cavanagh,,1,"javascript,php,symfony,object,twig",Converting a Symfony2 PHP entity object for use within Javascript,"I'm attempting to open up data from a PHP Object (as shown below) but I'd like to be able to access this data within JavaScript to use in a graphing library.,Object in question:,What I need to be able to do is convert that into a JSON encoded object for use within Javascript.,I tried using twig within Symfony to do this via:,The console shows this:,Which is where I'm banging my head against the wall. Where can I access the values of these properties?,As an , way, I've managed to get it into a JavaScript object by doing:,I feel kinda dirty for doing that. There must be a better way to do this surely?,Thanks in advance!","You can use the Symfony Serializer. ,You might want to write your own Twig extension to do this from within your template.,Your code will look something like this:,When you put that string into your javascript, you should have a normal JS object where you can find everything you want.,You might want to use the JMSSerializerBundle, as it already has a Twig extension, and is easier to use in general.,An update to give a quick overview of what is in the comments.,Both the Symfony Serializer as the JMSSerializerBundle seem to have a hard time coping with Bi-directional relations (most likely Doctrine).
This will result in errors like ""Out of memory"" or something mentioning ""Self-referencing"" objects / infinite loops.,To solve this, you can ignore the attribute with the Normalizer. Which will look something like:",7k,6.0,,,,,,,,,
2704,no,https://stackoverflow.com/questions/907997/physical-distance-between-two-places,Accepted,2009-05-25 20:43:17Z,2013-07-02 06:21:05Z,PieroP,,6,"java,php,string,distance",Physical distance between two places,"I need to measure the physical distance between two places whose names are provided as strings. Since sometimes the names are written slightly differently, I was looking for a library that could help me measure the difference and then combine it with a measure of the latitude and longitude to select the correct matches. Preferred languages: Java or PHP.,Any suggestions?","Have a look at the ,. This is a way of measuring how different two strings are from one another.,Hopefully I understood your question correctly; using ""distance"" in the same sentence as ""latitude and longitude"" could be confusing!",4k,9.0,,,,,,,,,
663,,https://stackoverflow.com/questions/5187242/encode-a-string-to-be-used-as-shell-argument,Accepted,2011-03-03 22:10:16Z,2020-09-03 10:00:27Z,Rogach,"23,200",5,"java,shell,escaping",Encode a String to be used as shell argument,"I need to use a name of file as an argument in linux shell command. The problem is, java gives me that name as it is, saving all that spaces and other characters, and thus shell complains. Is there a method to escape all those problematic characters before passing the string to shell?","Had the same problem, single quotes wasn't sufficient (as already pointed out by Robert),Solution:,Why such an awfully complex replacement? ,Use case:,Works as intended:",6k,6.0,,,,,,,,,
4666,no,https://stackoverflow.com/questions/6653961/is-string-interning-really-useful,Accepted,2011-07-11 17:25:55Z,2015-04-25 11:56:01Z,Mason Wheeler,"78,411",7,"java,.net,python,ruby,string-interning",Is string interning really useful?,"I was having a conversation about strings and various languages a while back, and the topic of , came up.  Apparently Java and the .NET framework do this automatically with all strings, as well as several scripting languages.  Theoretically, it saves memory because you don't end up with multiple copies of the same string, and it saves time because string equality comparisons are a simple pointer comparison instead of an O(N) run through each character of the string.,But the more I think about it, the more skeptical I grow of the concept's benefits.  It seems to me that the advantages are mostly theoretical:,This is just the result of me thinking about implementation details.  Is there something I've missed? Does string interning actually provide any significant benefits in the general case?, All right, apparently I was operating from a mistaken premise.  The person I was talking to never pointed out that string interning was optional for newly-created strings, and in fact gave the strong impression that the opposite was true.  Thanks to Jon for setting the matter straight. Another accepted answer for him.","No, Java and .NET don't do it ""automatically with all strings"". They (well, Java and C#) do it with , string expressions expressed in bytecode/IL, and on demand via the , and , (.NET) methods. The exact situation in .NET is interesting, but basically the C# compiler will guarantee that every reference to an equal string constant within an assembly ends up referring to the same string object. That can be done efficiently at type initialization time, and can save a bunch of memory.,It , happen every time a new string is created.,(On the string immutability front, I for one am , glad that strings are immutable. I don't want to have to take a copy every time I receive a parameter etc, thank you very much. I haven't seen it make string processing tasks harder, either...),And as others have pointed out, looking up a string in a hash table isn't generally an O(n) operation, unless you're incredibly unlucky with hash collisions...,Personally I don't use string interning in user-land code; if I want some sort of cache of strings I'll create a , or something similar. That can be useful in various situations where you expect to come across the same strings several times (e.g. XML element names) but with a simple collection you don't pollute a system-wide cache.",4k,21.0,,,,,,,,,
194,yes,https://stackoverflow.com/questions/25530727/c-python-api-second-call-of-pyimport-import-results-in-sigsegv,Undetermined,2014-08-27 15:07:23Z,2020-09-10 19:35:15Z,Arnox,,1,"python,c++,numpy,segmentation-fault",c++ python API : second call of PyImport_Import results in SIGSEGV,"I am trying to call python from c++ via c Api to get the values of two numpy Arrays in c++.
The first time I invoke my program callPython() everything seems to run fine but the second call results in a SIGSEGV when,is executed.,In the answer from ,, there is a much simpler minimal example code than mine, with the same error.,I compile my program on Ubuntu 12.04 with the python and numpy packages, as well as with anaconda, with the follwing command:,The shortened gdb backtrace is,What could be wrong with my call to python?","This is a comment, not the real answer. I don't know what's wrong with your code. The following (much simpler) example fails as well. ,:,with this ,:,Interestingly enough, if you comment out the , statement everything works fine.,I tried:,Good luck!",1k,6.0,,,,2.0,Interfacing,Coding,,Invocation mechanism,Explicit interfacing
3430,,https://stackoverflow.com/questions/5449067/gwt-2-x-entry-function,Accepted,2011-03-27 12:00:26Z,2017-09-03 23:53:00Z,nordlig.ulv,,1,"javascript,java,gwt,jsni",GWT 2.x $entry function,"Cannot find any developer information about this function. I just know that it's suggested to wrap JSNI JavaScript calls to Java methods with this , function. I found that it catches exceptions so Java code could handle them. Is it all it does?","If you want to know exactly what happens, look into ,.,This function (at least in GWT 2.2.0) mainly calls ,, which does the following:",2k,11.0,,,,,,,,,
620,,https://stackoverflow.com/questions/512651/how-is-javas-notion-of-static-different-from-cs,Accepted,2009-02-04 18:26:40Z,2009-02-04 21:30:21Z,uriDium,"12,439",9,"c#,java,static",How is Java's notion of static different from C#'s?,"I am reading Josh Bloch's book , and he suggests using a builder design pattern when building objects that have large amounts of members. From what I can see it isn't the vanilla design pattern but looks like his variation. I rather like the look of it and was trying to use it in a C# web application that I am writting. This is the code written in Java and works perfectly,When I put this into what I think is the C# equivalent,Then I get compiler warnings. Most of them ""cannot declare instance members in a static class"".,So my question is firstly what have I missed? If I have missed something, can I do it in the manner Josh Bloch recommends but in C#, and lastly, and this one important too, is this thread-safe?","I think you can achieve pretty much the same effect if you create Builder as a top level class ( for that's exactly what it is in Java )  and create a factory method to receive the builder in order to keep the constructor private ( which in turn would let you return subclasses instances if needed). ,The point is to let the builder perform the steps needed to create the object.,So ( without knowing much about C# you could try something like this ) ,The whole point of having Builder as an static inner class of property is to create a high coupling among the two ( as if they where one ). That's why build method in Builder calls the private ""Property"" constructor.,Probably in C# you could use an alternate artifact to create the same coupling.",759,6.0,,,,,,,,,
541,,https://stackoverflow.com/questions/60032983/record-voice-with-recorder-js-and-upload-it-to-python-flask-server-but-wav-file,Accepted,2020-02-03 04:09:32Z,2020-06-13 09:06:40Z,Kazuaki Suzuki,,2,"javascript,python,flask,audio,windows-subsystem-for-linux","Record voice with recorder.js and upload it to python-flask server, but WAV file is broken","I would like to realize this.,I realized this with the help of addpipe's simple recorder.js sample.
,This sample uses php server, so I changed the original app.js.,original app.js,my app.js,I checked my web app locally, then everything looked perfect. I use Windows 10, WSL, Debian 10/buster, python3.7.6, Google Chrome. Here is Terminal's record.,However, when I checked uploaded ""file.wav"" with ffprobe command, it was broken.,This is screenshot of my app. When I push ""save to disk"" button, I can download WAV file locally.
If I check downloaded WAV file, it is not broken.,My directory structure is here.,This is main.py.,This is index.html.,This is app.js.,
Could you give me any information or suggestion?,Thank you in advance.,Sincerely, Kazu","I have this problem and it takes me 2 days for finding the solution :)) . In flask server you can use , to get wav audio file. You can pass and use it as an audio variable too. Hope this can help you ",7k,6.0,Yes,"SA2.1, SB1",,8.0,Data handling,Coding,,Interoperability,
4030,no,https://stackoverflow.com/questions/39968033/determining-whether-a-java-program-has-been-launched-from-an-interactive-shell,Accepted,2016-10-10 23:02:12Z,2016-10-24 18:04:30Z,Bass,,1,"java,windows,bash,shell,cygwin",Determining whether a Java program has been launched from an interactive shell,"I used to think ,was a reliable way to determine whether the shell that launched my Java application was interactive or not. This allowed me to use , in interactive mode and plain ,/, whenever the program's output was redirected to a file or piped to the stdin of some other process, similarly to , mode of many GNU utilities., behaviour is different in ,, however. While the method , return a non-, value when the JVM is launched from , (which is useless for me, as , doesn't understand escape sequences), the return value is , , when I launch my program from any of the terminal emulators available in , -- ,, , or , (the last one is merely a , running a , child process).,How do I test for an interactive shell in Java w/o reading , in shell scripts and passing command-line args to my Java program? Testing for , environment variable from Java is not an option, as Java is launched from a shell script, so the parent process is a non-interactive shell, and , is unset.","There is a , where Cygwin's maintainer (Corinna Vinschen) explains that the Cygwin pseudo TTYs look like pipes to the Microsoft Visual C run-time library (MSVCRT). She also suggests to implement a wrapper around the , function that recognizes Cygwin pseudo TTYs.,The idea is to fetch the name of the pipe associated with given file descriptor. The , function fetches , structure, where , member contains the pipe name. If the pipe name matches the following pattern, then it is very likely that the command is running in interactive mode:,The conversation is pretty old, but the format of pipe names is still the same:
, + ,, where , is a convensional prefix for named pipes (see ,).,So the Cygwin part is already hacked. The next step is to make a Java function from the C code.,The following creates , class with , method implemented via the Java Native Interface (JNI). The code is tested on GNU/Linux (,) and Cygwin on Windows 7 (64-bit). The code can be easily ported to Windows (,), maybe even works as is.",393,14.0,,,,,,,,,
2779,,https://stackoverflow.com/questions/22445078/how-to-create-a-stripe-charge-with-a-checkout-token-sent-via-ajax-to-php,Undetermined,2014-03-17 00:34:22Z,2014-03-17 17:48:17Z,jdchizzle,,1,"javascript,php,jquery,ajax,stripe-payments",How to create a stripe charge with a checkout token sent via AJAX to php,"I'm trying to use Stripe's new checkout feature with a custom button, send the token via AJAX POST to a php file which will then execute the charge. Unfortunately, I'm having some trouble retrieving the token from the POST variable. I'm hoping someone here might be able to tell me what I'm overcomplicating and if there's a simpler way to do this. ,On the client-side, I've got 5 buttons with different possible ""donations"". Here's the js written up for that so far (doesn't include the html):,And this is my php that is processing the AJAX POST call:,The direct result of this code as noted in the php error logs is that the POST variable for the token cannot be ""read"". The token is being created alright (I'm seeing it logged on the console) but it disappears when I send it via AJAX. ,Everyone has been saying that Stripe is super easy to implement so I'm really feeling that i'm missing something here. Would someone be able to shed some light? ,Thanks!","So after a 10 hour nap and a much clearer head, I've decided to tackle this in a slightly different way. This is for anyone else who stumbles into the same problems I am and will hopefully work really well as a stripe/ajax/php tutorial. Turns out I've been thinking about POST data all wrong. Even with AJAX, you'll need a key and value pair to send any kind of POST data. I've recoded this part of my js for this:,Note that the one primary change is the data attribute of the ajax method. Console logging the token object reveals the entire JSON token object which you can use to extract the ID (what your server needs to send to stripe to charge a payment for) as well as the email (for your logging purposes). Since I have a variable donation amount, I've included that as a third key as well. ,Now in your php, in order to obtain these POST variables and put them into php variables, you grab them using their respective keys:,And then everything else should be self explanatory (following pretty much the exact same example as the stripe php tutorial). ,Anyway, hope this helps someone out there. Good luck!",12k,9.0,,,,,,,,,
4645,no,https://stackoverflow.com/questions/2495632/easiest-way-to-generate-p-invoke-code,Undetermined,2010-03-22 20:50:37Z,2013-04-08 12:21:03Z,Ope,,2,"c#,c,pinvoke",Easiest way to generate P/Invoke code?,"I am an experienced .Net programer, but have not compiled a C/C++ program in my life. Now I have this C-dll, headers and documentation (3rd party, not from Win API), from which I need to call about ten methods.,I was thinking of using Platform Invoke. I found these three tools that would create the code for me:,and possibly,Pinvoker seems to have a bit different approach than the Interop assistant and the Wizard. Swig I just found when checking that this question has not been asked here.,What are the pros and cons of these tools?,What would be the best = easiest and safest way for me to produce the P/Invoke code given that I don't know much about C/C++?","See , for an interop example, and this , for more info. The bible for this stuff is , ,.,Basically you will need to identify the functions in the DLL you want to call. These need to marked with extern to make them accessible to the outside world. The next step, which can get tricky is writing a DllImport for the function. This needs to map between the managed and unmanaged worlds. You will need to work out how to marshal any complex data structures from the C dll into managed code. ,You should check to see if there is any sort of COM interface to the DLL. Make sure you really need to use P/Invoke first.,SWIG was originally for wrapping C/C++ code for use from scripting languages. It generates C# code from an interface description (see ,).  I wouldn't recommend using it from C# if P/Invoke is an option.",16k,21.0,,,,,,,,,
2735,,https://stackoverflow.com/questions/22307256/whats-the-difference-between-bitwise-shift-with-2-arrows-and-3-arrows,Accepted,2014-03-10 17:34:56Z,2014-03-10 17:54:17Z,happygilmore,,2,"java,javascript,bit-manipulation,bit-shift",what's the difference between bitwise shift with 2 arrows and 3 arrows? [duplicate],"I've seen , and , before. ","Double Arrows "">>"" and Triple Arrows "">>>"" are defined on 32-bit integers, so performing these on a variable will ""convert"" them so-to-speak from non-numbers, to numbers. Additionally, javascript numbers are stored as double precision floats, so these operations will also cause you to lose any precision bits higher than 32 . "">>"" maintains the sign bit (result is a signed integer), while "">>>"" does not (result is an unsigned integer).,For a much better explanation: ",6k,9.0,,,,,,,,,
4576,,https://stackoverflow.com/questions/25142594/allowing-javascript-to-run-on-a-windows-form-web-browser,Accepted,2014-08-05 15:25:57Z,2018-04-02 07:23:52Z,Ryanas,,2,"c#,javascript,webbrowser-control,windows-forms-designer",Allowing javascript to run on a windows form web browser,"I want to use a Web Browser to access a website that uses JavaScript on load. I understand that Web Browser is a wrapper of the current installed version of Internet Explorer. However, testing the website on Internet Explorer yields no errors but does not work if I use the Web Browser to access the content. ,I have also looked at my internet security settings to ensure it is enabled.,The issue I get is;","Awkwardly enough, I found the answer moments after posting this but I thought anyone who comes across the same problem as me will find solace in this answer;,It seems downloading the latest version of Internet Explorer is not enough and you must explicitly specify the version of IE to use by adding a new registry key.,HTML fix;,Via registry;,Go to , for 64-bit or 32-bit only machines.,Or go to , for 32-bit on 64-bit systems (It cannot hurt to add keys to both locations if you have them. If you do not have them, you can make the folders yourself).,Create a new DWORD key and name it the name of your application e.g. ""myapp.exe"" and then edit the value of the key. There are many different values you can add depending on the IE version you want to emulate. I entered 11001 (as a decimal value - 0x2AF9 in HEX) which emulates IE 11 (many more values located at: ,).,If you're using Visual Studio like I am, you'll notice that this method might not even work. However, it does work. You need to manually open the .exe file using Explorer or terminal rather than run the project on Visual Studio.,If you wish to run the program on Visual Studio then consider adding a key for ""myapp.vshost.exe"" as this is used for debugging. ,More information and source is from; ,.,I hope this helps anyone with any issue regarding your Web Browser perhaps using the wrong IE version as a wrapper or functions are not working as intended.",32k,19.0,,,,,,,,,
3957,yes,https://stackoverflow.com/questions/16200997/why-doesnt-include-python-h-work,Accepted,2013-04-24 19:56:01Z,2019-07-02 06:40:33Z,Curious,,6,"c++,python,visual-studio-2010,wrapper",Why doesn't #include <Python.h> work?,"I'm trying to run Python modules in C++ using ,, however, after setting the ""Additional Include Dependencies"" of the project to ""\include"" I get the following error when debuging,,I read that I should download the development version of Python, but I didn't find a link for that, plus, don't I just need the file 'python27_d.lib' to be copied to the ""libs"" folder?,Please note that I'm using the Anaconda distribution of Python.,Thanks in advance!","I don't know much about python, but the message indicates that python27_d.lib either doesn't exist, or at least doesn't exist where the linker is looking for it.,You already fixed the compiler include issue, now find the python27_d.lib file with Windows Explorer and and add that path to the Additional Library Dependencies path. It's under Configuration -> Linker -> General -> Additional Library Directories.,The ""_d"" indicates it's a debug library, so you'll want that one for your Debug configuration, and the one without the ""_d"" (probably) for your release configuration.",23k,14.0,No,"SA2.1, SB1",,8.0,Interfacing,Coding,,Invocation mechanism,Explicit interfacing
3337,,https://stackoverflow.com/questions/6270245/return-c-object-to-java,Accepted,2011-06-07 18:59:54Z,2011-06-19 16:56:43Z,Afiefh,,1,"java,c++,java-native-interface",Return C++ object to Java,"I got a couple of JNI functions that have to work on the same c++ object. I would like to save that object in the java object through which the JNI functions are invoked, but it seems that Java has no way to store pointers for functions to access later.,Okay I realize that I'm doing a terrible job explaining myself so here is an example:,My problem is creating a jobject.myCppVector so that I'll be able to use it from different function calls.,I hope someone understands my ramblings","I think the standard way of going about it is to use a long in java to store the pointer, that way your java code will work on both 32bit and 64bit systems. Obviously you need to compile a different C++ .so/.dll for each platform.,So a simple java wrapper for a C++ class with one method will look something like:,And your C++ wrapper code looks something like this. (I have named the C++ class ,)",4k,11.0,,,,,,,,,
3615,no,https://stackoverflow.com/questions/2532477/mod-cgi-mod-fastcgi-mod-scgi-mod-wsgi-mod-python-flup-i-dont-know-how-m,Accepted,2010-03-28 09:56:30Z,2010-03-28 11:01:11Z,claws,"47,658",4,"php,python,apache","mod_cgi , mod_fastcgi, mod_scgi , mod_wsgi, mod_python, FLUP. I don't know how many more. what is mod_php equivalent?","I recently learnt Python. I liked it. I just wanted to use it for web development. This thought caused all the troubles. But I like these troubles :),Coming from PHP world where there is only one way standardized. I expected the same and searched for python & apache., says ,So what is equivalent of mod_php in python?,I need little clarification on this one ,CGI, FastCGI and SCGI are language agnostic. You can write CGI scripts in Perl, Python, C, bash, or even Assembly :). So, I guess , , ,, , are their corresponding apache modules. Right?,WSGI  is some kind of optimized/improved inshort an efficient version , only. In order to use this , is a way to go. right? ,This leaves out ,. What is it then?,What is FLUP? What is AJP? How did Django come in the picture?,These  questions raise  quetions about PHP. How is it actually running? What technology is it using? mod_php & mod_python what are the differences? ,In future if I want to use Perl or Java then again will I have to get confused? Kindly can someone explain things clearly and give a "," is the most like , in what it does (ie. it tries to do everything). That's not necessarily a good thing and I wouldn't recommend writing applications to the native mod_python interfaces today.,The difference is WSGI is defined in the Python language itself: it specifies what objects and values your code will receive. [S|Fast]CGI are more concerned with bytes on the wire.,By writing your application to the WSGI standard (either directly, or using a framework that supports it), you are uncoupling the concerns of application-writing and deployment.,It's , way to go, and definitely a good choice for Apache users, but far from the only one. Write to WSGI and you can deploy in a wide range of environments, including [S|Fast]CGI and mod_python.",5k,12.0,,,,,,,,,
