accepted,active,ans_num,answer,author,combination,link,question,reputation,time,title,viewed,vote
Accepted,2011-10-07 19:11:10Z,3,"This,This will work.  But it's insanely dangerous.,You really need to think about what your command-line syntax is.  And you need to think about why you're breaking the long-established Linux standards for specifying arguments to a program.,For example, you should consider removing the useless ,'s in your example.  Make it this, instead.,Then, you can -- with little work -- use , to get the command (""convertFile"") and the arguments (""fileName"") and work within the standard Linux command line syntax.",knittledan,"python,linux,shell,command-line",https://stackoverflow.com/questions/7691599/execute-python-script-with-function-from-command-line-linux,"I have my python file called convertImage.py and inside the file I have a script that converts an image to my liking, the entire converting script is set inside a function called convertFile(fileName),Now my problem is I need to execute this python script from the linux command line while passing the convertFile(fileName) function along with it.,example:,This should execute the python script passing the appropriate function.,example:,What is the right way to execute this python script and properly pass the file name to the function from the liunx command line?,Thank in advanced",reputation score ,2011-10-07 18:48:36Z,"execute python script with function from command line, Linux","
                        48k times
                    ","
            11
        "
Accepted,2015-09-11 05:17:03Z,3,"You can browse the packages manually here:,
,These are the Python related packages:,
- iPhone/Python = Example applications including source,
- PyObjC = Python/Objective-C connection library,
- Python = Packages required to run Python,
- Setup Tools = Package manager for Python modules,This guide will get you started running the first script:,
,
Especially: check the developer filter note, this makes the packages show up.,Here is the introduction to PyObjC by Jay Freeman (including example):,
,
But you better start with running simple Python scripts!,Response to your comment:,
,People on StackOverflow generally don't like requests for 'step-by-step' instructions or request for writing complete snippets of code. The scope of your question is just too wide, you better ask more specific questions. Show what you tried so far and what is causing the exact problem. For example, you show the link with the guide you're following and mention the step that's causing the trouble. If you ask it the right way, people are more then willing to help you. Just show what you tried to fix the problem yourself. I understand your intention is right, I voted you up :) ",JShoe,"iphone,python,shell,jailbreak",https://stackoverflow.com/questions/5555015/python-on-iphone,"How can I get a Python shell on my iPhone?  I'm looking for step-by-step instructions.,It's jailbroken using greenpo1son, I have SSH enabled and know how to use it. ",reputation score ,2011-04-05 16:16:34Z,Python on iPhone,"
                        9k times
                    ","
            11
        "
Accepted,2011-03-14 19:15:35Z,1,"This is in Fabric 1.0. I've tried it and it works for me.,: As payne notes below, Fabric 1.0 was released. I edited the answer to indicate this.",Weholt,"python,shell,interactive,fabric",https://stackoverflow.com/questions/5182857/can-i-use-fabric-to-perform-interactive-shell-commands,"I`m trying to use , to install and deploy a web project during which I need to create a postgresql database and configure a RabbitMQ server. Both these operations are interactive and requires input from the user for creating a database, adding a user, setting password etc ( at least to my knowledge ).,Can I use a fabric script to do interative shell operations like these?",reputation score ,2011-03-03 15:32:39Z,Can I use Fabric to perform interactive shell commands?,"
                        4k times
                    ","
            11
        "
Undetermined,2019-05-25 13:19:59Z,6,"If the application has some interactive mode, you can use something like ,.,If it only accepts passwords on command line the application was DESIGNED to be vulnerable to 'ps ax', how are you expected to overcome original bad design? It is propietary, complaints should go to the guilty^H^H^H^H^H^Hauthor.",theprole,"python,bash,shell",https://stackoverflow.com/questions/4407843/sending-password-to-command-line-tools,i'm writing a python application that uses a command line utility (propietary so it can't be modified) to do part of its work. The problem is that I have to pass the password as a command line argument to the tool which would easily be seen by any user doing 'ps ax'. How can I send the password to the command line tool safely from within python (or a shell script)?,reputation score ,2010-12-10 10:25:23Z,sending password to command line tools,"
                        4k times
                    ","
            11
        "
Accepted,2017-09-01 08:07:23Z,2,"JSON does not have objects per se, and cannot store JavaScript functions. Its syntax may appear similar to JavaScript literals, but trying to use it as such all the time will cause nothing but pain.,And there should be no need to use ,; both JavaScript and Python have JSON parsers and serializers readily available.",Stephen,"javascript,python,django,json,node.js",https://stackoverflow.com/questions/5584943/whats-the-difference-between-python-objects-and-json-objects,"On the surface it appears that python uses json natively. The only exception I can think of is the fact that json can store js functions. ,Here's my issue:
I need to pass json to a python file through the terminal.,
Why should or shouldn't I just use eval()?",reputation score ,2011-04-07 17:14:09Z,what's the difference between python objects and json objects?,"
                        12k times
                    ","
            11
        "
Accepted,2012-08-16 18:33:02Z,3,"I found finally an easier way than Flask. It's a Python framework called , You only need to download the library from the official web site and put all its files in your working directory in order to import the library. You can also install it using the setup python program included to avoid carrying with the sourcecode everywhere. Then, for making your Web Service Server you can code it like this:,Finally, you can call the REST web service of your Bottlepy app on  a Javascript client in this way:,I hope it could be useful for somebody else",AngelBlond8,"javascript,python,json,web-services,sqlite",https://stackoverflow.com/questions/11747527/how-to-connect-javascript-to-python-sharing-data-with-json-format-in-both-ways,"I'm trying to find out how to create a local connection between a Python server and a Javascript client using the JSON format for the data to be retrieved. Particularly, I need to make some queries on the HTML client side, send these queries to the server on JSON format and run them on the Python server side to search for data on a SQLite Database. And after getting the results from the database, send those results back to the client in JSON format too. ,By now, I just can run the query on Python and code it on JSON like this:,I know this code does something alike (in fact it runs), because it calls a service on a server which returns data in JSON format (but the server in this example is NOT Python):,What I need is to know how should I run (locally) the python program to be an available running web-service and how should be the Javascript to retrieve the data from the python server. ,I've looking for this on internet everywhere but I didn't find this answer anywhere because the only answers they give are on how to code JSON inside Python or inside Javascript but not connecting both. Hope somebody can help me on this!!!",reputation score ,2012-07-31 19:25:25Z,How to connect Javascript to Python sharing data with JSON format in both ways?,"
                        34k times
                    ","
            11
        "
Accepted,2014-01-30 18:12:59Z,3,"While javascript python interpreters do exist: , , they don't appear to be using one.  It would be far too easy to cheat if they didn't at least run the programs once for verification on their own interpreter.,After looking at the network activity on Udacity I can see that they make an ajax call with a bunch of data and then get the results of the program run back in JSON.,At a guess they have the standard python interpreter running in a sandbox that will execute the assignments, then the results are packed into JSON, returned to the client and updated to the screen.  At the same time the results of your submission will be recorded as part of your class results.",Jan Wrobel,"javascript,python",https://stackoverflow.com/questions/12427361/how-does-udacity-web-python-interpreter-work, gives students a web editor to enter Python programs. The editor recognizes Python keywords and built-in functions and allows to run a program. Do you know how this technology works? Are programs submitted to a backend and executed by the standard Python interpreter or is it a JavaScript based Python interpreter? Does the editor simply hold a static list of Python keywords and built-in functions or does it interact with the standard or JavaScript based Python to obtain these?,reputation score ,2012-09-14 15:16:40Z,How does Udacity web Python interpreter work?,"
                        2k times
                    ","
            11
        "
Accepted,2017-09-30 10:20:46Z,3,"Another approach, a simple iterative function:,Yet another approach using ,:,The , method is part of the ECMAScript 5th Edition standard, is widely available,  but is not on IE <= 8, however an implementation cay be included from the the Mozilla Dev Center I linked.",twneale,"javascript,jquery,python",https://stackoverflow.com/questions/3368224/is-there-a-javascript-or-jquery-equivalent-to-pythons-sum-built-in-function,"Say I have an array-ish container of decimal numbers. I want the sum. In Python I would do this:,Is there a similarly concise way to do this in JavaScript?",reputation score ,2010-07-30 01:48:51Z,Is there a JavaScript or jQuery equivalent to Python's “sum” built-in function?,"
                        2k times
                    ","
            11
        "
Accepted,2011-08-16 21:32:58Z,4,Are you able to execute the script directly from the browser. This looks more like a webserver config issue than jquery's,Charles Anderson,"javascript,jquery,python,ajax",https://stackoverflow.com/questions/2201561/how-do-you-execute-a-server-side-python-script-using-jquery,"I have a very simple Python file, called python1.py, whose contents are:,I wish to execute this from JavaScript, like so:,However, all that happens is that I get an alert showing me the contents of the Python script. The file C:\Temp\test.txt does not get created, so clearly the Python was not executed.,How do I persuade the code to execute the Python script instead of just reading it?","reputation score 16,827",2010-02-04 16:59:38Z,How do you execute a server-side Python script using jQuery?,"
                        28k times
                    ","
            11
        "
Accepted,2012-10-03 14:24:56Z,6,"You would either need a browser with builtin python support (but this is not a ""standard"", hence it would defeat the purpose of using a webapp - if you need a special client, you can better use a classic gui), or a way to translate Python to Javascript; there three options for this at the time:,On the contrary, if you , want to extend Firefox, take a look at this:
",Alex Brooks,"javascript,python",https://stackoverflow.com/questions/1901093/calling-python-from-javascript,"Is there a simple way to call Python libraries from JavaScript? Especially from the inside of a Firefox extension.,A good option to compile a pure Python library would also be great. I looked at ,, but it seems to offer only partial support for Python.",reputation score ,2009-12-14 14:00:18Z,Calling Python from JavaScript,"
                        22k times
                    ","
            11
        "
Accepted,2017-05-17 21:21:18Z,1,"My suggestion is to pass data using Jinja2 templates. It could be anything (e.g. , tags or even a hidden ,), but I would suggest a , tag with initial data. E.g. something in spirit of,Where , contains all your React app need to know, e.g. username, profile picture URL, new notifications flag, etc.,This data is only for React app to know what server thinks of you. I.e. showing a login page if you aren't logged in, or greeting the user correctly. As long as both JS and HTML (template) code is under your control, this is as secure as rendering a static page with this information. As there are no issues with rendering "","", neither there are with those. Of course, any user can change this - by editing HTML or JS respectively - but this is would be a purely cosmetic, client-side-only hack.,An alternative would be to implement some API endpoints, e.g. , and query those on React app initialization. The upside is, you don't need any templating (your HTML can be completely static), the downside is, you need to send an extra HTTP request and wait for response before you can show end-user the final page. From the security viewpoint, it's essentially the same as the JS-in-HTML method above, just that the transport differs.,Actually, normally it's both approaches mixed. Embedding is to avoid extra round-trip on the first page load, and API is to get updates after your app believes the state should've changed (e.g. after user presses the ""logout"" button).,When you're sending requests to your server (form submissions, XHR/AJAX API requests or anything else that takes user into account), never trust the client input and don't even send to the server who you think you are - but check what the session says. This means you have to make sure to pass cookies around, e.g. with , you need , for the request to have cookies.,Basically, pass the data React has to know as JSON documents (via template embedding or API endpoint response), and don't let server do anything wrong if that data is modified.",edwardffs,"javascript,python,reactjs,flask",https://stackoverflow.com/questions/44031819/access-flask-session-with-reactjs,"I have a Python Flask server serving not only an webapp but also a set of routes, sort of like an API. ,In this webapp, I'm using only ReactJS, as in the HTML code is simply a div and ReactJS puts everything in place from there.,Only problem is: Flask is taking care of the login process, which means only Flask has access to the credentials of the user and the result of the login. For the ReactJS interface to work properly, it needs an ID (most likely a huge string) of the user and other additional info. I could easily stash that info on Flask's session, but how can ReactJS read it?,Any suggestions?",reputation score ,2017-05-17 17:55:33Z,Access Flask session with ReactJS,"
                        4k times
                    ","
            11
        "
Accepted,2020-10-20 13:13:21Z,2,"Consider the following JS code:,But note, it is hashing based on identity, i.e. ,, so...,So really, how useful is this map?,Note, this isn't different than Python's default behavior. The default status of user-defined type is being hashable:,In Python, by default, , will compare based on identity, so the above is fine. However, if you override ,, by default, , is set to , and trying to use a hashing-based container will fail:,At this point, you must implement , to be consistent with ,, and note, though, that your user-defined object is never really very ""immutable""",Ram Rachum,"javascript,python,dictionary,set,hashtable",https://stackoverflow.com/questions/64151774/does-javascript-use-hashtables-for-map-and-set,"I'm a Python developer, making my first steps in JavaScript.,I started using , and ,. They seem to have the same API as , and , in Python, so I assumed they're a hashtable and I can count on O(1) lookup time.,But then, out of curiosity, I tried to see what would happen if I were to do this in Chrome's console:,What happens is this:,JavaScript happily creates the set. How can this be? In Python you would have gotten an error since you can't put a mutable item in a set or a dict. Why does JavaScript allow it?","reputation score 72,871",2020-10-01 08:38:00Z,Does JavaScript use hashtables for Map and Set?,"
                        385 times
                    ","
            11
        "
Accepted,2012-08-14 05:48:24Z,3,"Check this:,PyvaScript: ,Pyjs: ,Pyjamas: ",minhee,"javascript,python,compiler-construction,coffeescript",https://stackoverflow.com/questions/8550119/coffeescript-like-language-written-in-python,"Are there any languages targeting JavaScript (like CoffeeScript) and written in Python?  I found ,, but it’s GWT of Python as I see.  I want a language that doesn’t need heavy runtime library and is able to be compiled to JavaScript.  I found , also, and it very satisfies my requirements except it’s license.  CoffeeScript is ideal for me except it’s written in CoffeeScript itself.  I have to compile [CoffeeScript-like language] source codes into JavaScript statically in Python application.",reputation score ,2011-12-18 06:04:05Z,CoffeeScript-like language written in Python,"
                        3k times
                    ","
            11
        "
Accepted,2015-05-02 18:21:19Z,1,"After staring at this for about 1.5 weeks, I think I found the answer.,The eventual process to the solution was to get the tutorial up and running in the same environment and start slavishly comparing settings and templates.  With a working tutorial, I could see what was there and slavishly imitate it.,The settings.py and local_settings.py was a rat hole - they worked just fine.,Eventual answer was that the pre-existing site and django-cms were contending over base.html and the block for ""content"" - there was a mapping for ""/"" in the base site urls and that meant that it didn't connect to a template, and it didn't have any content blocks.  This really seemed to confuse Django-CMS site to the point where it would offer no pulldowns.  Once I got base.html (now base.tmpl) to more closely imitate the tutorial, I was able to get the pull downs working.,The commit of the original solution was:,And on the branch here:,There have been many more refinements.,The areas to look at would be gbe/base.tmpl, and also the landing and landing_page areas as the first thing that got executed was predictably the url resolution of ""/"" - so that was a particular blocker.,This is the leap forward I needed, but still a partial solution as there is a massive amount of integration yet to be done here.",bethlakshmi,"javascript,python,django-cms,django-1.6",https://stackoverflow.com/questions/29689429/django-cms-installs-but-pull-downs-and-other-js-doesnt-work-ideas-for-fixing,"I've installed Django-CMS onto an existing site and while it isn't throwing errors, it isn't working.  In particular, the header on a given page appears when I use ""/?edit"" but none of the pull down menus work, and very little (possibly none) of the JavaScript works. ,Other facets:,Any ideas on what I could be doing wrong?  My configuration changes could be seen here:",reputation score ,2015-04-17 02:54:34Z,"Django-cms installs, but pull-downs and other JS doesn't work - ideas for fixing?","
                        303 times
                    ","
            11
        "
Accepted,2012-01-05 14:52:38Z,1,"The connection is closed each time after ,. You should rather stay there reading incoming data:",Dreen,"javascript,python,sockets,http-headers,websocket",https://stackoverflow.com/questions/8218936/keeping-the-websocket-connection-alive,"I'm doing a study on WebSocket protocol and trying to implement a simple ECHO service for now with Python on the backend.
It seems to work fine but the connection drops right after being established.,Here is my client:,Here is the server:,As mentioned, the connection is established successfully but then drops straight away, which makes me think the code is correct but there is something missing to keep the socket open. Here is the server output:,How do I keep the socket open?,edit: server code comments",reputation score ,2011-11-21 21:42:25Z,Keeping the WebSocket connection alive,"
                        12k times
                    ","
            11
        "
Accepted,2018-02-27 14:06:24Z,1,"It's , it will return a dictionary of the JSON data. To get a value you use ,. So your route will be like this",Philip Butler,"javascript,python,json,flask",https://stackoverflow.com/questions/49010415/flask-request-get-json-returning-none-when-valid-json-data-sent-via-post-reque,"Building an app using flask. The app uses a table structure to display data. Part of its functionality is collecting the data from user specified table rows. To do this I have placed a button on each row that executes some js. The js collects the information from the row, uses JSON.stringify() to convert to json object and the issues the post request to the relevant flask url. ,Logging the value of the jsonified object to the browser console from js file shows it is correctly formed. The post request contacts the correct route however the request.get_json() function returns a value of None in the method of that route.,I have set up a seperate route in flask for testing. Here is the relevant code,from javascript ,get_table_row_data() simply returns an object with key:value pairs. The log shows the data is correctly formatted json.,And here is the python code,Here data is coming up as None,any help much appreciated ",reputation score ,2018-02-27 13:56:14Z,Flask request.get_json() returning None when valid json data sent via post request [duplicate],"
                        27k times
                    ","
            11
        "
Accepted,2015-08-26 14:27:58Z,4,"It has nothing to do with the encodings. The output would be entirely different.,For starters, your function , doesn't output leading zeros, that is, , becomes just ,.,The rest (changing , to ,) is also likely to have something to do with that function. Try looking at the value of , after ,.",Igor,"java,php,sha1",https://stackoverflow.com/questions/7605217/javas-messagedigest-sha1-algorithm-returns-different-result-than-sha1-function,"I have a SQL table with usernames and passwords. The passwords are encoded using MessageDigest's digest() method. If I encode a password - let's say ""abcdef12"" - with MessageDigest's digest() method and then convert it to hexadecimal values, the String is different than if I do the same using PHP's SHA1-method. I'd expect these values to be exactly the same though.,Code that is used to encode the passwords:,The conversion of the String to hexadecimal is done using this method:,Password: ,Here's the password as returned by a lot of SHA1-hash online generators and PHP SHA1()-function: ,Here's the password as encoded by MessageDigest: ,Am I forgetting something?,Igor.,Edit: I've found someone with a similar problem: , . The solution was to change encodings.. but I can't change encodings on the server-side since the passwords in that SQL-table are not created by my application.
I use client-side SHA1-encoding using a JavaScript SHA1-class (more precisely: a Google Web Toolkit-class). It works and encodes the string as expected, but apparently using ASCII characters?..",reputation score ,2011-09-30 01:54:46Z,Java's MessageDigest SHA1-algorithm returns different result than SHA1-function of php,"
                        28k times
                    ","
            11
        "
Accepted,2011-04-09 20:56:43Z,5,"From the fact that you are considering version B, which has the conditions outside of the loops, I assume that the the truth value of the conditions do not vary with the elements within the array. Otherwise, your question will not make sense.,If the conditions are complicated so that they take much time in evaluation relative to the size of the array, then version B is faster. If it is the other way around, then version A is faster.,And which is faster should coincide in this case with which strategy you should take because it is more comprehensible to have a simple structure embedded within a complicated structure rather than having an embedding of a complicated structure within a simple structure.,When the condition is simple enough relative to the size of the array, the cost of iteration overweighs the cost of evaluating the condition. As observed below with ruby, version B is slower.,On the other hand, if evaluating the conditions is more costly relative to iteration over the array, then the effect of the former will become more crucial than the latter, and the speed will be the other way around.",apneadiving,"c#,java,php,ruby,language-agnostic",https://stackoverflow.com/questions/5606862/good-practice-loop-and-if-statement,"I'd like to know what is the best practice:,version A:,Or, version B:,I've implemented version B cause it's more readable for me, and always checking the same condition seems absurd.,But looping n times the same array could be seen as absurd too :)","reputation score 111,222",2011-04-09 18:09:15Z,Good Practice: Loop And If statement [closed],"
                        2k times
                    ","
            11
        "
Undetermined,2012-04-06 14:22:01Z,6,"Since you already have a jar and tomcat installed. You can maybe just wrap it into a web-service. Write a small servlet mapped to this class and you can curl from php and get a json formatted output. (you can take the Matlab method's output in your wrapper code, convert to json and send the answer back).,This will free you of all type conversions, both while sending and receiving data. Look into , for an even easier way of sending arguments. Although for simple applications, request.getparameter() with a cast to desired type works great.",Rasmus,"java,php,matlab",https://stackoverflow.com/questions/6080780/matlab-php-java,"I am trying to create a web app which uses a Matlab function using a PHP/Java Bridge. Let me explain:,So far I have done this. I created a very simple Matlab file named ""makesqr.m"" which is as below:,I packaged this into a jar file named ""themagic.jar"" using Matlab builder JA.
Installed Tomcat and PHP/Java Bridge and wrote a php function which calls the makesqr func like this:,I just keep getting this error:,I dont understand what is to be done here.,Edit:-@renick- Hi I used the caucho quercus and wrote the php file""testjava.php"" as below:-,Now when I call this file as ""localhost:8080/testjava.php"". I get the below error:,Would anyone have any idea as to what I am doing wrong?,Note: I dont know a word of Java but am stuck in a situation where I have to handle this",reputation score ,2011-05-21 09:12:39Z,"Matlab, PHP & Java","
                        2k times
                    ","
            11
        "
Accepted,2009-03-02 21:59:46Z,8,"This is guaranteed by the C# spec to be identical to creating the string in a single literal, because it's a compile-time constant. From section 7.18 of the C# 3 spec:,(See the spec for the exact details of ""the requirements listed above"" :),The Java Language Specification specifies it near the bottom of ,:",uriDium,"c#,java,performance,string,compiler-optimization",https://stackoverflow.com/questions/601804/what-is-the-performance-cost-of-assigning-a-single-string-value-using-s,"I have often wondered this, is there a performance cost of splitting a string over multiple lines to increase readability when initially assigning a value to a string. I know that strings are immutable and therefore a new string needs to be created every time. Also, the performance cost is actually irrelevant thanks to today's really fast hardware (unless you are in some diabolical loop). So for example:,How does the JVM or .Net's compiler and other optimizations handle this. Will it create a single string? Or will it create 1 string then a new concatenating the value and then another one concatenating the values again?,This is for my own curiosity.","reputation score 12,439",2009-03-02 09:56:36Z,What is the performance cost of assigning a single string value using +'s,"
                        753 times
                    ","
            11
        "
Undetermined,2010-03-21 07:27:34Z,2,"Well, in Java , is an interface, to start with :),The most important difference between the two is the difference between C# and Java generics to start with: in Java generics basically perform compile-time checks and include some metadata in generic fields etc - but the actual , doesn't know its generic type at execution time. You can't ask a , what that ? is, in other words. Any references to a generic type parameter in the implementation act as ,, basically - so a , is really backed by an ,. In C# all the information is available at execution time too - so a , is backed by a ,.,Similarly C# generics allow value type type arguments, so you can have a , in C# but not in Java.,There are further differences in terms of variance etc - but this is moving a long way from ,.,In terms of , , (Java) and , (.NET), a couple of differences:,Of course there are other differences in terms of the APIs exposed - if you could give more information about the kind of difference you're interested in, we could help more.",Kevin,"c#,java,list",https://stackoverflow.com/questions/2486277/c-sharp-vs-java-generic-lists,What are the differences of the C# and Java implementations of the generic List class?,reputation score ,2010-03-21 06:57:09Z,C# vs Java - Generic Lists,"
                        8k times
                    ","
            11
        "
Accepted,2020-04-22 10:59:45Z,8,"I'm not a fan of catching and rethrowing an exception.,If you catch it, do , with it - even if it's just logging the exception.  ,If you can't do anything with it, don't catch it - add a throws clause to the method signature.,Catching an exception tells me that either you can deal with an exceptional situation and have a recovery plan or ""the buck stops here"" because an exception cannot propagate in that form any farther (e.g., no stack traces back to the user).  ",maxyfc,"c#,java",https://stackoverflow.com/questions/1654487/swallowing-exception-thrown-in-catch-finally-block,"Usually I come across situations where I have to swallow an exception thrown by the clean up code in the ,/, block to prevent the original exception being swallowed.,For example:,Let's assumed that logging any of the exceptions is not an option in the scope of method block, but will be done by the code calling the , and , methods.,Is swallowing the exceptions thrown by , and , methods a good idea? If not, what is a better way of handling the above situations so that the exceptions are not swallowed?","reputation score 10,557",2009-10-31 14:13:00Z,Swallowing exception thrown in catch/finally block,"
                        12k times
                    ","
            11
        "
Accepted,2016-04-09 14:33:42Z,8,"I develop a complex low latency GUI in a bank using the Netbeans RCP platform. There are a lot of ,. I also work with WinForm devs too.,The WinForm guys have some extremely rich and high performance/low footprint grids and widgets, especially commercial offerings such as Infragistics. Netbeans apps can have large resource footprints so it really needs to be something your customer is spending most of his computing resources on. ,If it needs to be lean and interface rich or fast then Winforms is the way to go. ,If you want a large library of APIs to build out and maintain a large complex GUI codebase and have the freedom of a completely portable tech stack I would choose Java everytime.,Having said that, Netbeans IDE is appalling! You would do well to visit , blog if you go for it. ,Check-in your code regularly to a branch when using the Matisse Graphics editor, it often goes nuts and trashes your layouts and fails to undo. The underlying RCP platform dependancy handling -if it gets you in a twist - can be challenging, but still better than OSGi!,Good luck, GUI development isn't as easy as people say!",Noah Heldman,"c#,java,winforms,user-interface,swing",https://stackoverflow.com/questions/2300117/java-swing-or-windows-forms-for-desktop-application,"I am writing a fat client application that I would ideally like to be cross-platform, but may settle for Windows-only based on the following:,If any of you switched from Windows Forms to Swing, what were the biggest hurdles?,Was the initial appeal of being cross-platform worth it in the end, or would a faster, less flexible Windows-only app have been better?,If you use Java Swing, which IDE do you prefer for drag/drop form layout?",reputation score ,2010-02-19 22:37:57Z,Java Swing or Windows Forms for desktop application? [closed],"
                        21k times
                    ","
            11
        "
Accepted,2018-07-24 03:56:40Z,7,"Some inner classes are exposed publicly (eg , in Java) but that is by far the exception rather than the norm.,Inner classes are, basically, an implementation detail.,For example, Swing makes extensive use of inner classes for event listeners. Without them you would end up polluting the global namespace with a bunch of classes you otherwise don't need to see (which may make their purpose harder to determine).,Essentially inner classes are a form of scope. Package access hides classes from outside the package. Private inner classes hide that class from outside that class.,Inner classes in Java are also a substitute for a lack of function pointers or method delegates (which are in C#) or closures. They are the means of passing a function to another function. For example, in the , class you have:,so you can pass a method in. In C/C++ that could be achieved with:,being a pointer to a function.",Mohamad Alhamoud,"c#,java,inner-classes",https://stackoverflow.com/questions/2707724/why-we-use-inner-classes,"I want to ask you why we need inner classes and why we use them ? ,
I know how to use inner classes but I don't know why..",reputation score ,2010-04-25 09:07:33Z,Why we use inner classes?,"
                        2k times
                    ","
            11
        "
Accepted,2016-05-31 17:48:02Z,5,"For .NET, Microsoft has , which will hopefully go mainstream for .NET 4.0, along with ,. I highly recommend watching the Channel 9 video.,It strikes me that this sort of thing is very good for very data-driven classes - parsers etc. I can't see that I'd very often , with it, but a useful tool to have in your armoury nonetheless.",yoitsfrancis,"c#,java,.net,unit-testing,cyclomatic-complexity",https://stackoverflow.com/questions/689087/automatic-generation-of-unit-test-cases-for-net-and-java,"Is there a good tool to generate unit test cases given say a .NET or Java project, it generates unit test cases that would cover an almost 100% code coverage.  The number of test cases could be directly proportional to the cyclomatic complexity of the code (the higher the nesting of loops and conditions the higher the cyclomatic complexity) where the higher the cyclomatic complexity, the greater the set of test cases are generated.  I'm not expecting it to be fully functional (say I'm going to build the unit tests and run it after its been generated), but I would say that it can have a template style in the test case where you are to modify the case that suits your intended needs.  But it should also have a proper setup and teardown method and is good enough to detect if mock objects for unit testing should be used should there be any dependencies.  So, is there such a tool that exists?",reputation score ,2009-03-27 09:42:23Z,Automatic generation of Unit test cases for .NET and Java [closed],"
                        17k times
                    ","
            11
        "
Accepted,2021-03-07 11:29:54Z,3,"No. Such a feature is not available in Java. ,
From the Sun ,:,When an escape sequence is encountered in a print statement, the compiler interprets it accordingly. For example, if you want to put quotes within quotes you must use the escape sequence, \"", on the interior quotes. To print the sentence,you would write",mrblah,"c#,java,string,quotes,double-quotes",https://stackoverflow.com/questions/2018556/does-java-have-the-character-to-escape-string-quotes,"My string has double quotes in it, in , I would do:,how would I do that in Java?","reputation score 89,075",2010-01-07 06:11:53Z,Does Java have the '@' character to escape string quotes?,"
                        3k times
                    ","
            11
        "
Accepted,2017-05-10 13:12:19Z,4,"OK, the mystery is solved. ,The JVM crash is caused by unhandled System.IO.FileNotFoundException. The exception is thrown because the .NET assembly is searched in the folder where the calling exe file resides. ,It seems my only option is to install the .NET assembly in GAC (the third-party dll does have a strong name). ",Kcats,"c#,java,integration",https://stackoverflow.com/questions/138355/calling-net-assembly-from-java-jvm-crashes,"I have a third party .NET Assembly and a large Java application. I need to call mothods provided by the .NET class library from the Java application. The assembly is not COM-enabled.
I have searched the net and so far i have the following:,C# code (cslib.cs):,compiled with (using .net 3.5, but the same happens when 2.0 is used):,C++ code (clib.cpp):,compiled with (using VC 2008 tools, but the same happens when 2003 tools are used):,Java code (CallCS.java):,When I try to run the java class, the Java VM crashes while invoking the method (it is able to load the library):,However, if I create a plain cpp application that loads clib.dll and calls the exported function Java_CallCS_callCS, everything is OK. 
I have tried this on both x86 and x64 environments and the result is the same. I have not tried other versions of Java, but I need the code to run on 1.5.0.,Moreover, if I modify clib.cpp to call only System methods everything works fine even from Java:,To wrap up:,I am aware of a workaround that uses 1. above - I can use reflection to load the assmebly and invoke desired methods using only System calls, but the code gets messy and I am hoping for a better solution. ,I know about dotnetfromjava project, which uses the reflection method, but prefer not to add more complexity than needed. I'll use something like this if there is no other way, however.,I have looked at ikvm.net also, but my understanding is that it uses its own JVM (written in C#) to do the magic. However, running the entire Java application under its VM is no option for me.,Thanks.",reputation score ,2008-09-26 08:55:29Z,Calling .NET assembly from Java: JVM crashes,"
                        15k times
                    ","
            11
        "
Accepted,2019-08-23 20:30:02Z,1,"Both .NET and Java compile down to bytecode, that is an intermediate language which contains instructions for a virtual machine. It's not machine code because it cannot run directly on a physical machine. What happens instead (today at least; Java has a darker history in this regard) is that at runtime a just-in-time compiler is run which translates the VM instructions into native code that is then run directly. This has a major performance benefit over only interpreting it.,They differ in this regard a little. Oracle's Java implementation (Hotspot) uses a clever mix of interpretation, measuring and JIT compiling just the parts that are heavily used and interpreting otherwise. This is to reduce initial impact by the JIT compiler (which needs to run upfront otherwise, lengthening process startup time) while still allowing good performance where needed. .NET on the other hand always JIT-compiles all code that is used (unused code is not compiled, though).,Edit (2019): By now .NET also has tiered compilation where depending on what code runs a lot, that code will be optimized further.,As for a question you mentioned in your comments: Yes, the CLR and the JVM , the platforms such programs are run on. A virtual machine is a machine too, just less hardware-y. They both are tightly integrated with a corresponding framework, the Base Class Library for .NET and the Java class library for Java. Those are frameworks.",jII,"c#,java,compiler-construction",https://stackoverflow.com/questions/11253303/how-does-the-java-runtime-environment-compare-with-the-net-framework-in-terms-o,"I am learning about the conversion of source code to machine code via the , and , Frameworks. To start off I did some research comparing the two processes and created ,. I need some help in criticizing its correctness, and more importantly adding any serious things I missed out to better understand the compilation pathway.",reputation score ,2012-06-28 21:40:40Z,How does the Java Runtime Environment compare with the .NET framework in terms of compilation process?,"
                        5k times
                    ","
            11
        "
